feature,weight
occ_coverage,0.7739287051627692
idf_overlap_sum_parent,0.6954726373074521
idf_overlap_sum,0.6954726373074521
cv_coverage,0.45248267245305857
occ_avg_skill_idf,0.3367221020426499
idf_overlap_mean,0.18214804712936788
sbert_score,0.06229215951368213
jaccard,-0.5111471038108588
overlap_count,-1.4887488142534975
